"spkid","full_name","moid_ld","H","rot_per","pha"
54359411,"       (2023 KB2)",4.68,26.10,,N
54359833,"       (2023 KJ2)",4.29,25.66,,N
54359835,"       (2023 KK2)",6.75,22.96,,N
54359838,"       (2023 KN2)",1.8,26.66,,N
54359840,"       (2023 KQ2)",0.826,27.96,,N
54359843,"       (2023 KS2)",1.23,26.08,,N
54359844,"       (2023 KT2)",0.318,28.14,,N
54359845,"       (2023 KU2)",1.48,27.29,,N
54359846,"       (2023 KV2)",5.87,25.93,,N
54359860,"       (2023 KW2)",8.9,23.73,,N
54359862,"       (2023 KZ2)",9.36,26.23,,N
54359924,"       (2023 KD3)",1.48,28.63,,N
54359925,"       (2023 KG3)",2.48,27.71,,N
54360085,"       (2023 KT3)",2.86,23.65,,N
54360087,"       (2023 KV3)",0.882,28.23,,N
54360088,"       (2023 KW3)",2.69,27.93,,N
54360089,"       (2023 KX3)",0.851,25.77,,N
54360090,"       (2023 KY3)",6.59,26.14,,N
54360092,"       (2023 KA4)",7.77,24.75,,N
54360097,"       (2023 KF4)",1.77,28.71,,N
54360098,"       (2023 KG4)",1.5,26.36,,N
54360099,"       (2023 KH4)",2.24,27.02,,N
54360101,"       (2023 KJ4)",1.26,27.01,,N
54360100,"       (2023 KK4)",0.601,27.56,,N
54360192,"       (2023 KL4)",4.49,22.91,,N
54360196,"       (2023 KQ4)",7.05,26.38,,N
54360198,"       (2023 KT4)",9.37,26.64,,N
54360199,"       (2023 KU4)",0.736,28.17,,N
54360414,"       (2023 KE5)",5.43,25.81,,N
54360724,"       (2023 KF5)",1.74,26.45,,N
54360725,"       (2023 KH5)",4.18,23.36,,N
54360726,"       (2023 KL5)",3.2,22.97,,N
54373187,"       (2023 KL6)",6.39,26.27,,N
54365454,"       (2023 LA)",1.42,25.29,,N
54366289,"       (2023 LB)",5.73,24.43,,N
54367465,"       (2023 LC)",0.679,28.66,,N
54367466,"       (2023 LD)",3.04,26.47,,N
54367468,"       (2023 LE)",1.25,30.06,,N
54370593,"       (2023 LH)",2.18,24.86,,N
54370592,"       (2023 LJ)",3.87,24.48,,N
54370595,"       (2023 LL)",1.83,25.01,,N
54372216,"       (2023 LO)",3.6,27.57,,N
54372940,"       (2023 LQ)",2.33,25.98,,N
54372942,"       (2023 LS)",0.0382,29.93,,N
54372944,"       (2023 LW)",5.72,25.17,,N
54372948,"       (2023 LZ)",1.43,26.48,,N
54372962,"       (2023 LA1)",1.54,28.87,,N
54373074,"       (2023 LH1)",3.74,22.61,,N
54373075,"       (2023 LJ1)",2.76,25.75,,N
54373188,"       (2023 LL1)",0.568,28.22,,N
54373189,"       (2023 LM1)",1.63,28.49,,N
54373191,"       (2023 LP1)",0.1,29.70,,N
54373233,"       (2023 LQ1)",2.08,27.06,,N
54373235,"       (2023 LT1)",0.256,26.89,,N
54373334,"       (2023 LD2)",1.03,26.01,,N
54373335,"       (2023 LE2)",0.116,30.08,,N
54373336,"       (2023 LF2)",9.53,21.50,,Y
54373337,"       (2023 LG2)",4.37,25.74,,N
54373442,"       (2023 LL2)",0.72,26.24,,N
54376494,"       (2023 LM6)",0.643,22.53,,N
54373437,"       (2023 MC)",2.97,25.65,,N
54373438,"       (2023 MD)",6.15,25.53,,N
54373544,"       (2023 MJ)",5.82,23.66,,N
54373547,"       (2023 MM)",3.67,23.62,,N
54373550,"       (2023 MP)",3.85,25.09,,N
54373551,"       (2023 MQ)",0.454,27.49,,N
54373584,"       (2023 MU)",6.71,24.00,,N
54373707,"       (2023 MC1)",0.616,25.39,,N
54373708,"       (2023 ME1)",2.42,25.54,,N
54373709,"       (2023 MF1)",2.84,24.90,,N
54373712,"       (2023 MJ1)",9.01,25.87,,N
54373716,"       (2023 MN1)",9.02,24.98,,N
54373749,"       (2023 MQ1)",9.17,24.93,,N
54373750,"       (2023 MR1)",5.12,23.84,,N
54373753,"       (2023 MT1)",0.363,26.82,,N
54373912,"       (2023 MZ1)",0.989,24.97,,N
54373913,"       (2023 MA2)",4.48,26.58,,N
54373914,"       (2023 MD2)",1.53,24.35,,N
54373918,"       (2023 MH2)",8.24,22.40,,N
54373921,"       (2023 MO2)",1.95,24.69,,N
54373924,"       (2023 MS2)",2.14,25.04,,N
54373926,"       (2023 MU2)",0.245,29.09,,N
54373929,"       (2023 MW2)",1.29,29.98,,N
54373928,"       (2023 MX2)",0.967,28.32,,N
54373930,"       (2023 MY2)",5.21,27.11,,N
54373932,"       (2023 MB3)",0.199,30.00,,N
54373934,"       (2023 MK3)",7.77,25.84,,N
54373935,"       (2023 ML3)",0.485,28.38,,N
54374049,"       (2023 MO3)",2.76,26.35,,N
54374052,"       (2023 MR3)",0.332,24.57,,N
54374153,"       (2023 MW3)",3.87,24.14,,N
54374155,"       (2023 MY3)",7.73,23.69,,N
54374158,"       (2023 MB4)",7.46,25.44,,N
54374160,"       (2023 MD4)",0.591,26.79,,N
54374161,"       (2023 ME4)",1.6,25.36,,N
54374163,"       (2023 MG4)",7.54,25.10,,N
54374207,"       (2023 MH4)",2.38,26.83,,N
54374213,"       (2023 MX4)",8.56,24.70,,N
54374340,"       (2023 MM5)",8.3,22.43,,N
54374363,"       (2023 MN5)",8.81,19.44,,Y
54374364,"       (2023 MO5)",0.654,27.31,,N
54374407,"       (2023 MW5)",0.292,27.05,,N
54374410,"       (2023 MZ5)",0.25,26.11,,N
54374411,"       (2023 MA6)",8.75,24.12,,N
54374412,"       (2023 MB6)",6.39,24.67,,N
54374470,"       (2023 MD6)",1.8,24.90,,N
54374453,"       (2023 MF6)",6.87,22.99,,N
54374472,"       (2023 MG6)",4.66,20.19,,Y
54374471,"       (2023 MH6)",1.2,25.19,,N
54435209,"       (2023 MJ20)",0.517,30.78,,N
54374714,"       (2023 NE)",9.85,24.63,,N
54374719,"       (2023 NK)",2.46,27.16,,N
54374773,"       (2023 NL)",9.78,24.61,,N
54374772,"       (2023 NO)",0.895,28.65,,N
54374824,"       (2023 NU)",5.92,23.72,,N
54374825,"       (2023 NW)",8.14,25.18,,N
54374881,"       (2023 NY)",8.11,27.15,,N
54375075,"       (2023 NE1)",4.76,23.88,,N
54375083,"       (2023 NG1)",0.0808,26.35,,N
54375120,"       (2023 NH1)",1.82,22.30,,N
54375123,"       (2023 NM1)",7.91,25.02,,N
54375122,"       (2023 NN1)",5.71,27.16,,N
54375139,"       (2023 NR1)",0.13,23.28,,N
54375141,"       (2023 NT1)",0.0889,25.04,,N
54375200,"       (2023 NV1)",4,25.10,,N
54375205,"       (2023 OA)",5.64,26.45,,N
54375410,"       (2023 OD)",8.49,23.07,,N
54375412,"       (2023 OM)",3.86,25.58,,N
54375474,"       (2023 OQ)",3.79,21.85,,Y
54375585,"       (2023 OS)",0.00577,24.40,,N
54375649,"       (2023 OU)",1.61,26.09,,N
54375652,"       (2023 OX)",4.77,25.37,,N
54375653,"       (2023 OY)",4.17,27.38,,N
54375656,"       (2023 OZ)",4.46,26.35,,N
54375699,"       (2023 OD1)",0.396,24.85,,N
54375702,"       (2023 OE1)",2.06,27.17,,N
54375704,"       (2023 OJ1)",0.489,26.12,,N
54375769,"       (2023 OR1)",0.854,26.45,,N
54375771,"       (2023 OV1)",0.607,25.41,,N
54375848,"       (2023 OZ1)",7.94,20.09,,Y
54375898,"       (2023 OQ2)",2.62,27.23,,N
54376018,"       (2023 OQ3)",1.77,25.08,,N
54376019,"       (2023 OR3)",8.2,22.74,,N
54376020,"       (2023 OS3)",0.363,27.82,,N
54376021,"       (2023 OU3)",1.27,25.95,,N
54376266,"       (2023 OW4)",0.415,27.77,,N
54376437,"       (2023 OY4)",3.06,25.27,,N
54376459,"       (2023 OE5)",0.19,26.37,,N
54376464,"       (2023 OR5)",7.06,25.20,,N
54376486,"       (2023 OZ5)",3.73,23.22,,N
54376545,"       (2023 OF6)",7.85,19.66,,Y
54376646,"       (2023 OV6)",2.65,22.11,,N
54376556,"       (2023 PA)",3.34,25.71,,N
54376834,"       (2023 PM)",6.77,23.98,,N
54376835,"       (2023 PN)",0.215,25.07,,N
54376876,"       (2023 PQ)",1.93,25.01,,N
54376882,"       (2023 PR)",5.44,24.52,,N
54376884,"       (2023 PS)",2.44,26.59,,N
54376887,"       (2023 PT)",0.845,27.08,,N
54376886,"       (2023 PU)",6.2,27.15,,N
54376893,"       (2023 PX)",2.31,25.91,,N
54376898,"       (2023 PZ)",0.329,29.12,,N
54376899,"       (2023 PA1)",4.19,25.33,,N
54376900,"       (2023 PB1)",0.932,26.39,,N
54376902,"       (2023 PC1)",3.87,22.18,,N
54376903,"       (2023 PH1)",3.84,27.68,,N
54376930,"       (2023 PM1)",7.9,23.62,,N
54376937,"       (2023 PO1)",2.21,26.29,,N
54376985,"       (2023 QC)",2.68,24.73,,N
54376988,"       (2023 QD)",2.46,26.73,,N
54376987,"       (2023 QE)",8.18,27.38,,N
54376990,"       (2023 QF)",1.54,27.32,,N
54376992,"       (2023 QH)",0.0978,23.70,,N
54377190,"       (2023 QO)",0.822,26.96,,N
54377193,"       (2023 QQ)",3.74,25.77,,N
54377192,"       (2023 QR)",0.0463,29.31,,N
54377382,"       (2023 QW)",3,25.97,,N
54377384,"       (2023 QY)",0.174,28.61,,N
54377387,"       (2023 QB1)",0.609,28.95,,N
54377389,"       (2023 QD1)",2.89,27.25,,N
54377391,"       (2023 QE1)",1.6,25.23,,N
54377395,"       (2023 QK1)",7.47,22.23,,N
54377396,"       (2023 QL1)",4.1,21.16,,Y
54377563,"       (2023 QR1)",2.44,27.26,,N
54377564,"       (2023 QS1)",0.862,28.62,,N
54377565,"       (2023 QT1)",1.74,25.20,,N
54377571,"       (2023 QW1)",3.08,23.95,,N
54377574,"       (2023 QB2)",7.77,26.25,,N
54377575,"       (2023 QC2)",6.96,26.10,,N
54377576,"       (2023 QD2)",1.98,26.88,,N
54377835,"       (2023 QE2)",0.123,27.77,,N
54377836,"       (2023 QK2)",7.26,26.75,,N
54377844,"       (2023 QR2)",5.49,25.95,,N
54377956,"       (2023 QP3)",3.31,27.57,,N
54377966,"       (2023 QZ3)",7.7,24.84,,N
54377971,"       (2023 QG4)",1.05,22.68,,N
54378335,"       (2023 QT4)",7.9,22.73,,N
54378340,"       (2023 QD5)",2.23,25.83,,N
54378342,"       (2023 QF5)",1.95,18.28,,Y
54378345,"       (2023 QJ5)",2.34,27.10,,N
54378346,"       (2023 QK5)",0.514,27.53,,N
54378347,"       (2023 QM5)",2.39,26.91,,N
54378523,"       (2023 QO5)",1.33,26.89,,N
54378526,"       (2023 QF6)",4.52,26.11,,N
54378777,"       (2023 QZ6)",7.53,24.86,,N
54378779,"       (2023 QC7)",3.33,23.22,,N
54378881,"       (2023 QN7)",4.19,23.44,,N
54378883,"       (2023 QO7)",6.59,24.30,,N
54379766,"       (2023 QE8)",3.23,24.00,,N
54379772,"       (2023 QP8)",2.03,21.55,,Y
54418647,"       (2023 QR105)",4.21,19.57,,Y
54379679,"       (2023 RA)",1.6,25.14,,N
54379770,"       (2023 RD)",0.798,26.84,,N
54379925,"       (2023 RF)",4.87,23.72,,N
54379926,"       (2023 RG)",4.19,27.34,,N
54379928,"       (2023 RH)",3.4,25.52,,N
54379929,"       (2023 RK)",3.97,25.92,,N
54379930,"       (2023 RL)",1.71,28.45,,N
54379931,"       (2023 RM)",8.37,27.42,,N
54380191,"       (2023 RP)",5.46,23.08,,N
54380192,"       (2023 RQ)",6.58,24.28,,N
54380194,"       (2023 RS)",0.101,32.32,,N
54380196,"       (2023 RU)",9.15,25.71,,N
54380198,"       (2023 RX)",1.36,27.30,,N
54380205,"       (2023 RB1)",5.26,26.69,,N
54380206,"       (2023 RC1)",2.68,28.77,,N
54380210,"       (2023 RF1)",0.716,25.86,,N
54380211,"       (2023 RH1)",6.45,26.61,,N
54380569,"       (2023 RO1)",0.905,26.07,,N
54380571,"       (2023 RP1)",9.85,27.16,,N
54380574,"       (2023 RS1)",2.53,24.02,,N
54380576,"       (2023 RV1)",2.81,26.06,,N
54380881,"       (2023 RX1)",3.79,30.25,,N
54380883,"       (2023 RZ1)",8.91,24.14,,N
54380891,"       (2023 RH2)",4.79,23.96,,N
54380894,"       (2023 RO2)",6.13,27.77,,N
54380896,"       (2023 RP2)",0.108,27.19,,N
54380895,"       (2023 RQ2)",1.44,28.43,,N
54380899,"       (2023 RT2)",3.6,25.45,,N
54381317,"       (2023 RX2)",5.78,27.33,,N
54381318,"       (2023 RY2)",0.721,28.30,,N
54381319,"       (2023 RZ2)",1.84,27.14,,N
54381320,"       (2023 RA3)",1.29,26.21,,N
54381322,"       (2023 RF3)",4.68,24.93,,N
54381324,"       (2023 RH3)",9.39,26.32,,N
54381325,"       (2023 RJ3)",2.05,21.02,,Y
54381338,"       (2023 RW3)",0.194,26.62,,N
54381341,"       (2023 RA4)",8.08,24.68,,N
54381342,"       (2023 RB4)",9.89,23.13,,N
54381343,"       (2023 RC4)",9.49,26.59,,N
54382061,"       (2023 RE4)",8.43,26.83,,N
54381665,"       (2023 RF4)",3.22,25.26,,N
54381666,"       (2023 RT4)",9.92,24.55,,N
54381670,"       (2023 RX4)",0.209,27.48,,N
54381679,"       (2023 RE5)",1.58,27.27,,N
54381681,"       (2023 RK5)",0.736,29.10,,N
54382075,"       (2023 RR5)",0.316,28.76,,N
54382078,"       (2023 RW5)",0.674,25.44,,N
54382086,"       (2023 RK6)",4.8,25.67,,N
54382087,"       (2023 RL6)",7.93,25.69,,N
54382558,"       (2023 RO6)",5.33,26.74,,N
54382562,"       (2023 RL7)",4.77,27.21,,N
54382566,"       (2023 RV7)",0.921,25.13,,N
54382568,"       (2023 RX7)",8.72,23.51,,N
54382570,"       (2023 RZ7)",5.46,23.91,,N
54382892,"       (2023 RC8)",8.27,21.88,,Y
54382897,"       (2023 RE9)",6.47,25.98,,N
54382900,"       (2023 RF9)",2.34,25.68,,N
54382898,"       (2023 RG9)",8.16,25.76,,N
54382905,"       (2023 RN9)",1.57,28.17,,N
54382907,"       (2023 RP9)",0.578,25.47,,N
54382909,"       (2023 RR9)",7.77,26.03,,N
54382911,"       (2023 RT9)",1.38,25.07,,N
54382913,"       (2023 RV9)",7.13,24.89,,N
54383282,"       (2023 RA10)",2.15,28.80,,N
54383292,"       (2023 RD11)",4.1,24.64,,N
54383296,"       (2023 RF11)",1.51,27.48,,N
54383298,"       (2023 RH11)",0.201,26.55,,N
54383301,"       (2023 RV12)",1.72,26.20,,N
54383304,"       (2023 RY12)",9.7,24.28,,N
54383306,"       (2023 RA13)",2.58,25.26,,N
54383794,"       (2023 RD13)",8.89,26.65,,N
54383795,"       (2023 RF13)",9.57,25.31,,N
54383796,"       (2023 RG13)",5.13,24.46,,N
54383801,"       (2023 RD15)",5.89,26.89,,N
54383802,"       (2023 RE15)",5.1,25.88,,N
54383804,"       (2023 RG15)",3.79,19.68,,Y
54383809,"       (2023 RY15)",0.496,27.98,,N
54384202,"       (2023 RG16)",1.53,26.51,,N
54384209,"       (2023 RM16)",0.172,28.89,,N
54384210,"       (2023 RO16)",6.79,27.86,,N
54384211,"       (2023 RQ16)",2.92,26.18,,N
54385233,"       (2023 RG22)",0.932,26.12,,N
54385237,"       (2023 RK22)",6.65,24.04,,N
54386474,"       (2023 RR29)",4.77,24.81,,N
54386476,"       (2023 RS29)",8.88,27.52,,N
54387384,"       (2023 RK44)",3.22,23.68,,N
54427457,"       (2023 RF156)",0.799,29.66,,N
54427937,"       (2023 RT156)",0.532,20.81,,Y
54383798,"       (2023 SA)",8.17,26.89,,N
54383807,"       (2023 SB)",6.77,26.98,,N
54384213,"       (2023 SE)",4.9,25.80,,N
54384215,"       (2023 SG)",9.51,26.60,,N
54384216,"       (2023 SH)",1.05,27.52,,N
54384224,"       (2023 SN)",4.61,26.49,,N
54384227,"       (2023 SP)",0.419,26.69,,N
54384228,"       (2023 SQ)",2.07,25.03,,N
54384750,"       (2023 ST)",0.859,26.11,,N
54384756,"       (2023 SW)",1.17,26.97,,N
54384759,"       (2023 SY)",9.21,25.19,,N
54384760,"       (2023 SZ)",3.95,25.87,,N
54384765,"       (2023 SB1)",1.21,28.26,,N
54385236,"       (2023 SL1)",5.39,25.55,,N
54385238,"       (2023 SN1)",0.698,29.32,,N
54385241,"       (2023 SP1)",7.04,20.77,,Y
54385243,"       (2023 SQ1)",2.02,26.34,,N
54385247,"       (2023 SV1)",2.23,24.13,,N
54385249,"       (2023 SY1)",3.87,27.37,,N
54385251,"       (2023 SZ1)",5.88,21.00,,Y
54385253,"       (2023 SB2)",6.16,27.63,,N
54385254,"       (2023 SC2)",0.278,29.30,,N
54385784,"       (2023 SE2)",1.96,25.76,,N
54385785,"       (2023 SP2)",2.92,28.23,,N
54385787,"       (2023 SR2)",2.69,27.05,,N
54385788,"       (2023 ST2)",2.6,26.14,,N
54385790,"       (2023 SV2)",0.862,27.10,,N
54385794,"       (2023 SY2)",5.01,26.18,,N
54385793,"       (2023 SZ2)",6.7,28.82,,N
54385796,"       (2023 SB3)",1.41,27.32,,N
54385798,"       (2023 SD3)",1.66,26.78,,N
54385800,"       (2023 SF3)",7.04,24.54,,N
54385804,"       (2023 SL3)",3.88,23.02,,N
54385810,"       (2023 SP3)",0.745,26.64,,N
54386477,"       (2023 SY3)",2.68,26.94,,N
54386478,"       (2023 SZ3)",6.78,23.95,,N
54386827,"       (2023 SE4)",2.65,26.98,,N
54386828,"       (2023 SF4)",2.92,27.49,,N
54386829,"       (2023 SG4)",7.59,24.41,,N
54386830,"       (2023 SJ4)",2.33,25.32,,N
54386832,"       (2023 SL4)",5.24,26.75,,N
54386836,"       (2023 SO4)",9.08,27.52,,N
54386837,"       (2023 SP4)",7.02,25.73,,N
54387028,"       (2023 SS4)",4.35,27.09,,N
54387030,"       (2023 SU4)",2.44,27.33,,N
54387140,"       (2023 SL5)",0.181,28.79,,N
54387141,"       (2023 SM5)",0.771,26.36,,N
54387142,"       (2023 SN5)",4.52,24.95,,N
54387144,"       (2023 SP5)",4.45,25.60,,N
54387145,"       (2023 SQ5)",6.95,25.00,,N
54387146,"       (2023 SR5)",0.313,28.68,,N
54387147,"       (2023 SS5)",0.778,28.26,,N
54387148,"       (2023 SU5)",1.65,23.61,,N
54387149,"       (2023 SV5)",1.33,27.38,,N
54387150,"       (2023 SW5)",9.12,25.38,,N
54387152,"       (2023 SY5)",1.1,27.67,,N
54387153,"       (2023 SZ5)",7.64,26.90,,N
54387374,"       (2023 SF6)",3.8,26.31,,N
54387380,"       (2023 SN6)",0.119,25.64,,N
54387381,"       (2023 SO6)",3.84,26.65,,N
54387382,"       (2023 SP6)",1.47,28.04,,N
54387383,"       (2023 SQ6)",2.2,26.99,,N
54387385,"       (2023 SR6)",2.82,25.68,,N
54387386,"       (2023 SS6)",1.11,25.41,,N
54387388,"       (2023 ST6)",7.23,24.89,,N
54387390,"       (2023 SW6)",2.69,26.60,,N
54388336,"       (2023 SB7)",9.44,26.34,,N
54389195,"       (2023 SH7)",0.163,31.61,,N
54389206,"       (2023 SU7)",8.49,22.85,,N
54389207,"       (2023 SV7)",4.54,28.93,,N
54390603,"       (2023 SL8)",1.81,24.40,,N
54390657,"       (2023 SN8)",0.178,28.02,,N
54392060,"       (2023 SO11)",0.572,26.73,,N
54390614,"       (2023 TA)",0.801,27.92,,N
54390615,"       (2023 TB)",2.11,26.81,,N
54390629,"       (2023 TC)",2.12,26.49,,N
54390630,"       (2023 TD)",0.42,27.10,,N
54390631,"       (2023 TE)",1.84,26.93,,N
54390659,"       (2023 TG)",0.76,28.19,,N
54390660,"       (2023 TH)",4.05,26.91,,N
54390661,"       (2023 TJ)",1.38,25.22,,N
54390663,"       (2023 TK)",4.43,27.10,,N
54390662,"       (2023 TL)",8.16,24.53,,N
54390664,"       (2023 TM)",0.0218,24.20,,N
54390665,"       (2023 TN)",9.41,24.74,,N
54390666,"       (2023 TO)",3.66,26.26,,N
54390821,"       (2023 TQ)",5,25.70,,N
54390820,"       (2023 TR)",4.16,26.12,,N
54390824,"       (2023 TS)",1.3,27.16,,N
54390822,"       (2023 TU)",6.29,28.02,,N
54390826,"       (2023 TV)",7.51,25.03,,N
54390825,"       (2023 TW)",1.59,27.28,,N
54390827,"       (2023 TX)",0.253,29.66,,N
54390828,"       (2023 TY)",0.113,29.15,,N
54391005,"       (2023 TA1)",1.46,26.54,,N
54391006,"       (2023 TB1)",0.602,29.30,,N
54391008,"       (2023 TD1)",2.17,27.12,,N
54391010,"       (2023 TF1)",9.42,25.13,,N
54391013,"       (2023 TG1)",8.79,25.16,,N
54391021,"       (2023 TR1)",0.202,29.84,,N
54391023,"       (2023 TT1)",2.21,21.95,,Y
54391024,"       (2023 TU1)",5.29,25.73,,N
54391028,"       (2023 TW1)",2.87,24.64,,N
54391029,"       (2023 TZ1)",3.26,22.09,,N
54391031,"       (2023 TB2)",0.373,23.85,,N
54391034,"       (2023 TE2)",9.82,25.03,,N
54391037,"       (2023 TF2)",5.37,25.45,,N
54391035,"       (2023 TH2)",4.05,27.50,,N
54391042,"       (2023 TN2)",7.96,28.10,,N
54391043,"       (2023 TO2)",2.59,26.55,,N
54392053,"       (2023 TW2)",3.32,26.29,,N
54392054,"       (2023 TX2)",8.66,25.46,,N
54392057,"       (2023 TA3)",9.07,25.23,,N
54392061,"       (2023 TD3)",8.9,23.08,,N
54392063,"       (2023 TF3)",9.07,25.64,,N
54392066,"       (2023 TL3)",0.742,25.43,,N
54392067,"       (2023 TM3)",0.445,26.94,,N
54392068,"       (2023 TN3)",3.41,27.51,,N
54392069,"       (2023 TO3)",1.36,27.80,,N
54392070,"       (2023 TQ3)",0.692,25.59,,N
54392073,"       (2023 TV3)",0.101,27.76,,N
54392075,"       (2023 TW3)",1.4,26.49,,N
54392205,"       (2023 TA4)",7.3,27.59,,N
54392206,"       (2023 TB4)",1.88,26.86,,N
54392209,"       (2023 TD4)",1.51,27.22,,N
54392210,"       (2023 TF4)",3.41,26.79,,N
54392414,"       (2023 TH4)",5.3,27.03,,N
54392415,"       (2023 TJ4)",0.543,29.37,,N
54392416,"       (2023 TK4)",0.0537,28.71,,N
54392417,"       (2023 TL4)",1.29,20.05,,Y
54392420,"       (2023 TO4)",0.996,27.54,,N
54392422,"       (2023 TV4)",4.14,25.76,,N
54392423,"       (2023 TW4)",2.07,25.63,,N
54392425,"       (2023 TZ4)",9.57,25.37,,N
54392426,"       (2023 TA5)",5.99,25.62,,N
54392635,"       (2023 TS5)",8.8,27.99,,N
54392637,"       (2023 TU5)",3.6,27.79,,N
54392638,"       (2023 TV5)",1.56,25.60,,N
54392643,"       (2023 TZ5)",5.89,26.64,,N
54392644,"       (2023 TA6)",6.54,26.91,,N
54392646,"       (2023 TC6)",6.7,24.97,,N
54392649,"       (2023 TR6)",2.64,23.52,,N
54392652,"       (2023 TW6)",2.96,22.98,,N
54392653,"       (2023 TX6)",0.754,29.16,,N
54392655,"       (2023 TZ6)",9.39,26.43,,N
54392657,"       (2023 TB7)",1.35,25.55,,N
54392658,"       (2023 TC7)",1.62,26.89,,N
54392659,"       (2023 TD7)",0.417,29.21,,N
54392926,"       (2023 TM7)",7.99,22.88,,N
54392929,"       (2023 TP7)",4.24,25.58,,N
54392932,"       (2023 TS7)",1.39,24.16,,N
54392939,"       (2023 TD8)",4.04,28.11,,N
54392941,"       (2023 TF8)",1.37,26.89,,N
54392942,"       (2023 TG8)",1.43,28.10,,N
54392943,"       (2023 TH8)",0.75,26.42,,N
54392944,"       (2023 TJ8)",7.15,27.41,,N
54392946,"       (2023 TL8)",8.44,25.16,,N
54393137,"       (2023 TT8)",3.64,26.63,,N
54393139,"       (2023 TV8)",8.35,26.26,,N
54393142,"       (2023 TX8)",1.58,26.55,,N
54393141,"       (2023 TY8)",9.22,25.98,,N
54393144,"       (2023 TZ8)",5.14,26.66,,N
54393145,"       (2023 TA9)",1.47,26.64,,N
54393147,"       (2023 TP9)",5.23,24.21,,N
54393150,"       (2023 TW9)",0.302,24.00,,N
54393151,"       (2023 TX9)",4.14,22.82,,N
54393152,"       (2023 TY9)",4.66,24.96,,N
54393153,"       (2023 TZ9)",6.8,24.89,,N
54393154,"       (2023 TA10)",6.72,24.17,,N
54393157,"       (2023 TE10)",0.628,27.51,,N
54393417,"       (2023 TW10)",7.03,23.99,,N
54393415,"       (2023 TY10)",0.724,28.72,,N
54393420,"       (2023 TH12)",6.78,25.97,,N
54393418,"       (2023 TJ12)",8.59,26.67,,N
54393421,"       (2023 TK12)",5.83,25.77,,N
54393693,"       (2023 TD14)",8.62,25.80,,N
54393696,"       (2023 TG14)",2.05,25.83,,N
54393697,"       (2023 TM14)",8.5,26.66,,N
54393698,"       (2023 TK15)",0.516,25.89,,N
54393978,"       (2023 TM15)",0.382,26.83,,N
54393982,"       (2023 TP15)",2.89,26.00,,N
54393983,"       (2023 TR15)",1.59,28.04,,N
54393985,"       (2023 TT15)",5.57,28.10,,N
54393986,"       (2023 TU15)",0.0297,29.16,,N
54393987,"       (2023 TV15)",0.961,23.36,,N
54393988,"       (2023 TA16)",1.2,28.20,,N
54393994,"       (2023 TP16)",4.6,29.78,,N
54393997,"       (2023 TS16)",4.16,26.00,,N
54393998,"       (2023 TT16)",0.561,27.91,,N
54394000,"       (2023 TO17)",0.0252,29.67,,N
54394003,"       (2023 TX19)",2.39,25.51,,N
54395020,"       (2023 TM22)",3.99,24.05,,N
54395023,"       (2023 TP22)",5.59,22.80,,N
54395884,"       (2023 TW26)",1.96,28.59,,N
54395904,"       (2023 TM27)",1.54,28.73,,N
54395906,"       (2023 TL31)",8.16,25.45,,N
54396404,"       (2023 TD32)",0.337,25.62,,N
54396407,"       (2023 TE32)",4.53,24.60,,N
54399490,"       (2023 TZ65)",0.362,29.63,,N
54417775,"       (2023 TD167)",0.977,29.37,,N
54394004,"       (2023 UB)",0.12,30.06,,N
54395022,"       (2023 UD)",1.57,27.47,,N
54395024,"       (2023 UE)",0.646,28.88,,N
54395025,"       (2023 UF)",3.49,27.89,,N
54395028,"       (2023 UG)",0.357,26.57,,N
54395029,"       (2023 UH)",5.71,26.13,,N
54395027,"       (2023 UJ)",7.21,26.31,,N
54395030,"       (2023 UK)",2.12,26.14,,N
54395031,"       (2023 UL)",0.303,28.10,,N
54395878,"       (2023 UN)",0.514,26.08,,N
54395880,"       (2023 UO)",1.73,25.01,,N
54395881,"       (2023 UP)",0.24,27.89,,N
54395890,"       (2023 US)",9.42,25.84,,N
54395896,"       (2023 UW)",4.6,27.97,,N
54395898,"       (2023 UY)",0.0896,29.96,,N
54395899,"       (2023 UZ)",2.45,27.25,,N
54395902,"       (2023 UG1)",3.01,27.53,,N
54395901,"       (2023 UH1)",9.44,27.08,,N
54396393,"       (2023 UQ1)",6.58,26.47,,N
54396394,"       (2023 UR1)",0.042,24.67,,N
54396397,"       (2023 UU1)",1.43,27.44,,N
54396398,"       (2023 UV1)",1.41,26.61,,N
54396399,"       (2023 UW1)",2.06,26.88,,N
54396400,"       (2023 UX1)",6.53,26.01,,N
54396402,"       (2023 UZ1)",5.66,22.81,,N
54396408,"       (2023 UC2)",4.67,26.77,,N
54397126,"       (2023 UJ2)",7.61,24.36,,N
54397132,"       (2023 UP2)",1.72,26.69,,N
54397133,"       (2023 UQ2)",5.28,24.54,,N
54397136,"       (2023 UR2)",2.99,26.42,,N
54397135,"       (2023 US2)",8.81,27.02,,N
54397140,"       (2023 UX2)",0.0183,29.50,,N
54397147,"       (2023 UE3)",1.56,28.58,,N
54397148,"       (2023 UF3)",3.38,27.24,,N
54397150,"       (2023 UG3)",4.49,26.33,,N
54397152,"       (2023 UK3)",0.151,29.21,,N
54397153,"       (2023 UL3)",2.09,26.65,,N
54397157,"       (2023 UO3)",1.85,25.78,,N
54397455,"       (2023 UR3)",3.6,26.27,,N
