"spkid","full_name","e","per_y","class"
54248551,"       (2022 DS2)",0.3965,1.38,APO
54248552,"       (2022 DT2)",0.6355,3.85,APO
54248556,"       (2022 DX2)",0.5656,3.19,APO
54248557,"       (2022 DY2)",0.6221,3.4,APO
54248559,"       (2022 DA3)",0.2572,1.08,APO
54248562,"       (2022 DD3)",0.1513,0.813,ATE
54248561,"       (2022 DE3)",0.2533,1.46,APO
54248567,"       (2022 DM3)",0.3341,1.78,APO
54248569,"       (2022 DO3)",0.4841,2.5,APO
54248570,"       (2022 DP3)",0.2334,1.4,APO
54248572,"       (2022 DR3)",0.4850,2.21,APO
54248574,"       (2022 DT3)",0.6717,2.66,APO
54248640,"       (2022 DC4)",0.4464,1.52,APO
54248645,"       (2022 DM4)",0.2688,0.982,ATE
54248647,"       (2022 DO4)",0.2571,1.07,APO
54248795,"       (2022 DS4)",0.5443,2.7,APO
54248796,"       (2022 DT4)",0.3072,0.754,ATE
54248854,"       (2022 DW4)",0.4707,2.52,APO
54248944,"       (2022 DX4)",0.1369,1.02,APO
54362907,"       (2022 DF26)",0.2216,0.745,ATE
54413283,"       (2022 DX29)",0.5434,3.18,APO
54413284,"       (2022 DY29)",0.6229,3.94,APO
54413285,"       (2022 DZ29)",0.3182,1.44,APO
54248797,"       (2022 EA)",0.5829,2.5,APO
54248798,"       (2022 EB)",0.4194,1.89,APO
54248849,"       (2022 ED)",0.2749,1.51,APO
54248850,"       (2022 EE)",0.1157,1.21,APO
54248855,"       (2022 EG)",0.4600,2.37,APO
54248857,"       (2022 EJ)",0.6133,2.91,APO
54248945,"       (2022 EL)",0.5347,2.61,APO
54248946,"       (2022 EM)",0.6533,3.54,APO
54248949,"       (2022 EO)",0.2500,1.02,APO
54248948,"       (2022 EP)",0.4607,1.68,APO
54248950,"       (2022 EQ)",0.3652,1.61,APO
54248951,"       (2022 ER)",0.1502,1.12,APO
54248953,"       (2022 ET)",0.5307,3.07,APO
54248956,"       (2022 EX)",0.4754,2.44,APO
54248954,"       (2022 EZ)",0.3687,1.89,APO
54248957,"       (2022 EA1)",0.1913,1.2,APO
54248962,"       (2022 EE1)",0.7046,4.47,APO
54248963,"       (2022 EF1)",0.3473,1.25,APO
54248964,"       (2022 EG1)",0.5534,1.18,APO
54248965,"       (2022 EH1)",0.6672,4.37,APO
54248969,"       (2022 EL1)",0.6911,3.19,APO
54248968,"       (2022 EM1)",0.4139,2.01,APO
54248973,"       (2022 ET1)",0.5402,2.78,APO
54248975,"       (2022 EU1)",0.5878,3.72,APO
54248976,"       (2022 EV1)",0.1833,0.919,ATE
54249062,"       (2022 EA2)",0.3390,1.89,APO
54249063,"       (2022 EB2)",0.5707,3.07,APO
54249064,"       (2022 EC2)",0.5797,3.18,APO
54249065,"       (2022 ED2)",0.5498,2.33,APO
54250325,"       (2022 EW2)",0.4390,1.19,APO
54251532,"       (2022 EA3)",0.2523,1.47,APO
54251534,"       (2022 EC3)",0.3018,1.34,APO
54251537,"       (2022 EF3)",0.6091,4.15,APO
54252583,"       (2022 EH3)",0.7745,4.16,APO
54252586,"       (2022 EN3)",0.3613,1.7,APO
54252588,"       (2022 ER3)",0.5881,2.58,APO
54252589,"       (2022 ES3)",0.6891,3.42,APO
54252590,"       (2022 ET3)",0.5218,2.2,APO
54252592,"       (2022 EV3)",0.5515,3.15,APO
54252593,"       (2022 EW3)",0.4494,0.831,ATE
54252594,"       (2022 EY3)",0.1013,1.13,APO
54253538,"       (2022 EC4)",0.5526,2.94,APO
54253540,"       (2022 ED4)",0.6941,4.29,APO
54253539,"       (2022 EE4)",0.5847,1.79,APO
54253541,"       (2022 EF4)",0.4204,1.53,APO
54253543,"       (2022 EH4)",0.2884,0.78,ATE
54253545,"       (2022 EK4)",0.2290,1.18,APO
54253546,"       (2022 EL4)",0.5482,2.98,APO
54253547,"       (2022 EM4)",0.2583,1.57,APO
54253549,"       (2022 EO4)",0.5616,2.3,APO
54253553,"       (2022 ES4)",0.3458,1.35,APO
54254424,"       (2022 ET4)",0.6394,2.24,APO
54254427,"       (2022 EW4)",0.2901,0.891,ATE
54254430,"       (2022 EA5)",0.3823,1.98,APO
54254967,"       (2022 EB5)",0.6863,4.76,APO
54254966,"       (2022 EC5)",0.2894,1.35,APO
54254969,"       (2022 EE5)",0.1127,1.07,APO
54254972,"       (2022 EH5)",0.7430,3.25,APO
54254975,"       (2022 EL5)",0.1093,0.918,ATE
54255056,"       (2022 ER5)",0.5690,3.16,APO
54255062,"       (2022 EY5)",0.2919,1.73,AMO
54255808,"       (2022 EA6)",0.1831,1.14,APO
54255809,"       (2022 EC6)",0.1301,1.12,APO
54256784,"       (2022 EK6)",0.4222,0.762,ATE
54256786,"       (2022 EL6)",0.2692,1.23,APO
54256785,"       (2022 EM6)",0.6888,1.61,APO
54256788,"       (2022 EO6)",0.4149,1.83,APO
54256791,"       (2022 EQ6)",0.3265,0.793,ATE
54256792,"       (2022 ER6)",0.3568,1.52,APO
54256949,"       (2022 ET6)",0.6265,3.88,APO
54256950,"       (2022 EU6)",0.6993,1.85,APO
54257607,"       (2022 EZ6)",0.2752,0.806,ATE
54258263,"       (2022 EA7)",0.1708,1.32,APO
54266168,"       (2022 EW8)",0.3860,1.9,APO
54257289,"       (2022 FA)",0.5299,2.71,APO
54257606,"       (2022 FB)",0.2627,1.58,APO
54260713,"       (2022 FC)",0.2478,1.31,APO
54260714,"       (2022 FD)",0.0937,1.08,APO
54260715,"       (2022 FE)",0.4796,2.7,APO
54262970,"       (2022 FF)",0.3675,1.25,APO
54262971,"       (2022 FG)",0.6798,3.33,APO
54262972,"       (2022 FH)",0.4524,1.37,APO
54262973,"       (2022 FJ)",0.1220,1.21,APO
54262975,"       (2022 FL)",0.4096,2.17,APO
54262977,"       (2022 FM)",0.2364,1.22,APO
54262978,"       (2022 FN)",0.4862,0.676,ATE
54262981,"       (2022 FQ)",0.5150,2.87,APO
54264226,"       (2022 FS)",0.5551,2.36,APO
54264228,"       (2022 FT)",0.3429,0.871,ATE
54264230,"       (2022 FW)",0.5247,2.5,APO
54264233,"       (2022 FY)",0.2355,0.801,ATE
54264235,"       (2022 FA1)",0.4724,1.77,APO
54264236,"       (2022 FB1)",0.4322,1.45,APO
54264240,"       (2022 FD1)",0.5744,2.05,APO
54264239,"       (2022 FF1)",0.2372,1.38,APO
54265625,"       (2022 FK1)",0.2912,1.02,APO
54265626,"       (2022 FL1)",0.1905,1.39,APO
54265627,"       (2022 FM1)",0.4239,2.2,APO
54265632,"       (2022 FR1)",0.3666,1.73,APO
54265634,"       (2022 FT1)",0.5351,2.82,APO
54265770,"       (2022 FU1)",0.5377,3.06,APO
54265771,"       (2022 FV1)",0.5726,1.84,APO
54265776,"       (2022 FA2)",0.4238,2.27,APO
54265777,"       (2022 FB2)",0.3536,1.24,APO
54265780,"       (2022 FE2)",0.3558,0.888,ATE
54265876,"       (2022 FK2)",0.5914,3.88,APO
54265878,"       (2022 FL2)",0.2188,1.1,APO
54265877,"       (2022 FM2)",0.0562,0.956,ATE
54265879,"       (2022 FO2)",0.3062,1.25,APO
54265880,"       (2022 FP2)",0.1951,0.844,ATE
54265881,"       (2022 FQ2)",0.3663,1.6,APO
54265883,"       (2022 FS2)",0.1383,1.17,APO
54265888,"       (2022 FZ2)",0.4712,2.28,APO
54265894,"       (2022 FF3)",0.2089,0.791,ATE
54265974,"       (2022 FN3)",0.3801,2.14,AMO
54266056,"       (2022 FO3)",0.2013,1.3,APO
54266057,"       (2022 FP3)",0.5971,1.45,APO
54266058,"       (2022 FQ3)",0.5067,2.66,APO
54266164,"       (2022 FZ3)",0.2992,1.47,APO
54266170,"       (2022 FB4)",0.5441,2.66,APO
54266172,"       (2022 FD4)",0.7028,1.03,APO
54266173,"       (2022 FF4)",0.7039,2.2,APO
54267691,"       (2022 FJ4)",0.6717,4.69,APO
54267693,"       (2022 FL4)",0.5108,2.44,APO
54268088,"       (2022 FP4)",0.5185,1.29,APO
54268430,"       (2022 FT4)",0.7131,3.33,APO
54268431,"       (2022 FU4)",0.1461,1.19,APO
54269061,"       (2022 FC5)",0.7007,2.79,APO
54272754,"       (2022 FE6)",0.5791,2.85,APO
54499711,"       (2022 FB21)",0.2404,1.49,APO
54268093,"       (2022 GA)",0.5196,2.55,APO
54268433,"       (2022 GB)",0.2329,1.1,APO
54268434,"       (2022 GC)",0.6153,2.87,APO
54268435,"       (2022 GD)",0.1405,1.28,APO
54268437,"       (2022 GE)",0.4213,1.36,APO
54268438,"       (2022 GF)",0.5855,2.63,APO
54268440,"       (2022 GH)",0.5254,2.83,APO
54268442,"       (2022 GK)",0.4209,0.848,ATE
54268443,"       (2022 GL)",0.2700,1.25,APO
54268444,"       (2022 GM)",0.4014,1.98,APO
54268446,"       (2022 GO)",0.5010,0.579,ATE
54268447,"       (2022 GP)",0.6308,2.7,APO
54268448,"       (2022 GQ)",0.2437,1.3,APO
54268449,"       (2022 GR)",0.7010,4.01,APO
54268451,"       (2022 GT)",0.3002,1.75,APO
54268806,"       (2022 GX)",0.5882,3.13,APO
54269052,"       (2022 GL1)",0.1951,1.18,APO
54269054,"       (2022 GM1)",0.1603,0.956,ATE
54269055,"       (2022 GN1)",0.5987,2.73,APO
54269057,"       (2022 GP1)",0.3189,1.66,APO
54269058,"       (2022 GQ1)",0.4662,2.51,APO
54269060,"       (2022 GS1)",0.5094,2.78,APO
54269062,"       (2022 GT1)",0.7119,2.95,APO
54269393,"       (2022 GV1)",0.4418,2.45,APO
54269395,"       (2022 GY1)",0.4787,2.74,AMO
54269396,"       (2022 GZ1)",0.4929,2.5,APO
54269397,"       (2022 GA2)",0.2961,1.43,APO
54269398,"       (2022 GB2)",0.3268,1.72,APO
54269576,"       (2022 GG2)",0.2847,1.63,APO
54269579,"       (2022 GJ2)",0.1530,1.23,APO
54269577,"       (2022 GK2)",0.7937,4.08,APO
54269580,"       (2022 GL2)",0.4234,1.97,APO
54269581,"       (2022 GM2)",0.5614,3.42,APO
54269582,"       (2022 GN2)",0.4515,2.39,APO
54269583,"       (2022 GO2)",0.4770,2.47,APO
54269584,"       (2022 GP2)",0.5356,2.8,APO
54269585,"       (2022 GQ2)",0.3250,0.68,ATE
54269642,"       (2022 GR2)",0.7622,1.32,APO
54269645,"       (2022 GU2)",0.6221,3.74,APO
54269646,"       (2022 GV2)",0.4935,2.76,APO
54269644,"       (2022 GW2)",0.4531,2.42,APO
54269647,"       (2022 GX2)",0.3458,0.868,ATE
54269648,"       (2022 GY2)",0.8649,3.19,APO
54269713,"       (2022 GC3)",0.1750,1.18,APO
54269716,"       (2022 GF3)",0.6174,2.63,APO
54269717,"       (2022 GG3)",0.4740,2.13,APO
54271300,"       (2022 GL3)",0.1800,1.34,APO
54271301,"       (2022 GM3)",0.5178,3.04,APO
54271302,"       (2022 GN3)",0.3652,1.92,APO
54271303,"       (2022 GO3)",0.3338,1.01,APO
54271305,"       (2022 GQ3)",0.5922,3.62,APO
54271306,"       (2022 GR3)",0.6375,3.94,APO
54271307,"       (2022 GS3)",0.5138,2.97,APO
54271309,"       (2022 GU3)",0.4587,2.41,APO
54272757,"       (2022 GC4)",0.4811,2.75,AMO
54272760,"       (2022 GF4)",0.4898,1.24,APO
54272763,"       (2022 GJ4)",0.5131,1.57,APO
54272762,"       (2022 GK4)",0.0879,1.15,APO
54272764,"       (2022 GL4)",0.5721,2.88,APO
54272765,"       (2022 GM4)",0.7335,2.93,APO
54274787,"       (2022 GX4)",0.5785,2.15,APO
54275768,"       (2022 GG5)",0.5202,2.77,APO
54275851,"       (2022 GN5)",0.4045,1.99,APO
54275865,"       (2022 GQ5)",0.3399,1.44,APO
54276378,"       (2022 GU6)",0.5628,3.48,APO
54282204,"       (2022 GF17)",0.4236,1.36,APO
54513654,"       (2022 GY30)",0.5923,2.34,APO
54275937,"       (2022 HA)",0.3654,0.704,ATE
54275940,"       (2022 HC)",0.6102,2.8,APO
54276131,"       (2022 HD)",0.4750,2.6,APO
54276134,"       (2022 HG)",0.4263,2.15,APO
54276135,"       (2022 HH)",0.2932,1.45,APO
54276149,"       (2022 HL)",0.6612,3.93,APO
54276150,"       (2022 HM)",0.4000,1.23,APO
54276153,"       (2022 HP)",0.7611,3.59,APO
54276233,"       (2022 HQ)",0.3235,1.86,AMO
54276234,"       (2022 HS)",0.1771,1.38,AMO
54276236,"       (2022 HT)",0.6041,3.14,APO
54276246,"       (2022 HX)",0.1135,1.12,APO
54276249,"       (2022 HA1)",0.3096,0.818,ATE
54276250,"       (2022 HB1)",0.6416,3.67,APO
54276251,"       (2022 HD1)",0.3731,2.03,APO
54276254,"       (2022 HF1)",0.5587,1.74,APO
54276253,"       (2022 HG1)",0.3157,0.863,ATE
54276255,"       (2022 HH1)",0.2943,0.707,ATE
54276377,"       (2022 HK1)",0.2980,1.69,APO
54276382,"       (2022 HN1)",0.2289,1.14,APO
54276387,"       (2022 HR1)",0.5603,2.72,APO
54276388,"       (2022 HS1)",0.3086,1.76,APO
54276392,"       (2022 HW1)",0.5230,3.11,APO
54276393,"       (2022 HX1)",0.4379,1.82,APO
54276394,"       (2022 HY1)",0.5599,2.66,APO
54276469,"       (2022 HA2)",0.1796,1.13,APO
54276470,"       (2022 HB2)",0.4881,2.7,APO
54276653,"       (2022 HH2)",0.6856,4.65,APO
54276655,"       (2022 HL2)",0.1229,0.976,ATE
54276658,"       (2022 HO2)",0.3511,1.39,APO
54276659,"       (2022 HP2)",0.5259,2.73,APO
54276660,"       (2022 HQ2)",0.5044,1.3,APO
54276725,"       (2022 HT2)",0.5774,2.51,APO
54276732,"       (2022 HC3)",0.7632,5,APO
54276733,"       (2022 HD3)",0.5603,2.84,APO
54276976,"       (2022 HF3)",0.5169,2.64,APO
54276978,"       (2022 HJ3)",0.1821,1.37,APO
54276979,"       (2022 HL3)",0.4935,2.35,APO
54276980,"       (2022 HM3)",0.4986,2.83,APO
54276981,"       (2022 HN3)",0.4044,1.61,APO
54276983,"       (2022 HQ3)",0.4520,2.31,APO
54276985,"       (2022 HR3)",0.3997,0.673,ATE
54276987,"       (2022 HU3)",0.4546,1.61,APO
54276991,"       (2022 HY3)",0.5036,2.87,APO
54276992,"       (2022 HA4)",0.5003,2.38,APO
54277080,"       (2022 HC4)",0.4724,2.13,APO
54277081,"       (2022 HD4)",0.4124,1.14,APO
54277086,"       (2022 HK4)",0.2502,1.48,APO
54277087,"       (2022 HL4)",0.3989,1.78,APO
54277091,"       (2022 HO4)",0.5689,3.38,APO
54277093,"       (2022 JA)",0.4884,2.81,AMO
54277096,"       (2022 JB)",0.5478,2.53,APO
54278097,"       (2022 JC)",0.0732,1.11,APO
54278100,"       (2022 JE)",0.6312,1.56,APO
54278099,"       (2022 JF)",0.1241,1.05,APO
54278103,"       (2022 JJ)",0.6696,2.82,APO
54278104,"       (2022 JK)",0.7722,4.13,APO
54278105,"       (2022 JL)",0.5153,2.56,APO
54278142,"       (2022 JM)",0.1407,1.05,APO
54278143,"       (2022 JO)",0.2849,1.49,APO
54278174,"       (2022 JP)",0.2610,0.768,ATE
54278176,"       (2022 JQ)",0.7360,2.06,APO
54278175,"       (2022 JR)",0.2872,1.17,APO
54278177,"       (2022 JS)",0.2056,1.34,APO
54278223,"       (2022 JT)",0.1879,0.881,ATE
54278226,"       (2022 JV)",0.4107,1.83,APO
54278257,"       (2022 JY)",0.4234,1.95,APO
54278307,"       (2022 JA1)",0.2810,0.758,ATE
54278309,"       (2022 JC1)",0.5771,3.83,AMO
54278310,"       (2022 JD1)",0.2898,1.39,APO
54278311,"       (2022 JE1)",0.2746,1.67,AMO
54278313,"       (2022 JH1)",0.3649,1.85,APO
54278317,"       (2022 JL1)",0.3670,0.948,ATE
54278349,"       (2022 JO1)",0.6504,4.13,APO
54278351,"       (2022 JP1)",0.5181,2.4,APO
54278350,"       (2022 JQ1)",0.0658,1.02,APO
54278352,"       (2022 JR1)",0.5713,1.55,APO
54278445,"       (2022 JU1)",0.2028,0.959,ATE
54278443,"       (2022 JV1)",0.2794,0.754,ATE
54278446,"       (2022 JW1)",0.3483,1.97,AMO
54278656,"       (2022 JY1)",0.5726,3.11,APO
54278657,"       (2022 JA2)",0.5004,2.69,APO
54278662,"       (2022 JF2)",0.2722,1.12,APO
54278697,"       (2022 JK2)",0.4533,2.39,APO
54278696,"       (2022 JL2)",0.6330,3.6,APO
54279029,"       (2022 JM2)",0.8609,4.4,APO
54279062,"       (2022 JU2)",0.5019,2.26,APO
54279459,"       (2022 JW2)",0.1895,0.918,ATE
54440312,"       (2022 JN11)",0.2956,1.54,APO
54279762,"       (2022 KA)",0.2754,1.06,APO
54279763,"       (2022 KB)",0.3919,1.59,APO
54279764,"       (2022 KC)",0.5516,3.2,APO
54279765,"       (2022 KD)",0.1694,1.1,APO
54279767,"       (2022 KF)",0.6602,1.19,APO
54279768,"       (2022 KG)",0.2490,1.04,APO
54279793,"       (2022 KH)",0.3310,1.58,APO
54279794,"       (2022 KJ)",0.5666,2.8,APO
54279795,"       (2022 KK)",0.6166,3.29,APO
54279838,"       (2022 KP)",0.8106,3.46,APO
54279837,"       (2022 KR)",0.3024,1.56,APO
54279841,"       (2022 KS)",0.2525,1.33,APO
54279842,"       (2022 KT)",0.4822,2.8,AMO
54279923,"       (2022 KV)",0.4106,2.19,APO
54279925,"       (2022 KX)",0.6302,2.97,APO
54279926,"       (2022 KY)",0.3439,1.69,APO
54279931,"       (2022 KZ)",0.3865,1.65,APO
54279929,"       (2022 KB1)",0.6979,4.03,APO
54279928,"       (2022 KC1)",0.5962,3.48,APO
54279927,"       (2022 KD1)",0.4376,2.11,APO
54279934,"       (2022 KG1)",0.2397,0.871,ATE
54279935,"       (2022 KH1)",0.3078,1.1,APO
54280029,"       (2022 KL1)",0.1913,1.1,APO
54280030,"       (2022 KM1)",0.2764,1.11,APO
54280031,"       (2022 KN1)",0.3562,1.52,APO
54280038,"       (2022 KZ1)",0.5631,2.11,APO
54280039,"       (2022 KA2)",0.2577,1.09,APO
54280041,"       (2022 KC2)",0.2045,1.14,APO
54280046,"       (2022 KD2)",0.4443,2.51,AMO
54280043,"       (2022 KF2)",0.6120,2.88,APO
54280045,"       (2022 KG2)",0.4549,1.14,APO
54280221,"       (2022 KK2)",0.5132,1.31,APO
54280222,"       (2022 KV2)",0.3131,1.56,APO
54280223,"       (2022 KW2)",0.4274,2.11,APO
54280224,"       (2022 KX2)",0.2416,1.07,APO
54280225,"       (2022 KY2)",0.2933,1.74,AMO
54280226,"       (2022 KZ2)",0.4130,1.56,APO
54280288,"       (2022 KB3)",0.5947,3.47,APO
54280289,"       (2022 KC3)",0.2267,1.42,APO
54280290,"       (2022 KF3)",0.7051,2.95,APO
54280293,"       (2022 KK3)",0.5622,3.37,APO
54280482,"       (2022 KN3)",0.6172,2.98,APO
54280483,"       (2022 KO3)",0.5371,3.01,APO
54280484,"       (2022 KP3)",0.2881,1.49,APO
54280491,"       (2022 KC4)",0.4072,1.61,APO
54280494,"       (2022 KK4)",0.1645,1.13,APO
54280675,"       (2022 KM4)",0.7815,2.98,APO
54280678,"       (2022 KU4)",0.3635,1.14,APO
54280676,"       (2022 KW4)",0.1629,1.3,APO
54280760,"       (2022 KE5)",0.6291,2.65,APO
54280761,"       (2022 KJ5)",0.5848,3.68,APO
54280762,"       (2022 KK5)",0.4804,2.63,APO
54280765,"       (2022 KN5)",0.6840,3.68,APO
54280767,"       (2022 KP5)",0.7408,2.21,APO
54280768,"       (2022 KQ5)",0.2620,1.51,APO
54280847,"       (2022 KZ5)",0.3676,1.84,APO
54281069,"       (2022 KF6)",0.5385,3.24,APO
54281078,"       (2022 KL6)",0.1753,1.34,APO
54281079,"       (2022 KM6)",0.7259,3.58,APO
54281250,"       (2022 KP6)",0.3674,1.98,APO
54281251,"       (2022 KV6)",0.7924,4.03,APO
54281256,"       (2022 LB)",0.5073,3.06,AMO
54281492,"       (2022 LD)",0.6652,4.79,APO
54281888,"       (2022 LG)",0.5738,3.06,APO
54281890,"       (2022 LJ)",0.6204,1.95,APO
54281968,"       (2022 LN)",0.2393,1.44,APO
54281970,"       (2022 LP)",0.5376,3.28,AMO
54281971,"       (2022 LV)",0.1507,1.24,APO
54281974,"       (2022 LW)",0.1795,0.905,ATE
54281975,"       (2022 LX)",0.5920,3.74,APO
54281979,"       (2022 LB1)",0.6279,4.49,APO
54281981,"       (2022 LE1)",0.3915,1.02,APO
54282205,"       (2022 LK1)",0.4156,0.923,ATE
54282206,"       (2022 LL1)",0.7540,2.78,APO
54282208,"       (2022 LR1)",0.3236,1.85,AMO
54282209,"       (2022 LS1)",0.3328,1.39,APO
54282210,"       (2022 LT1)",0.5828,3.26,APO
54282211,"       (2022 LU1)",0.2920,1.78,AMO
54282389,"       (2022 LX1)",0.6252,4.17,APO
54282390,"       (2022 LY1)",0.3423,1.75,APO
54282393,"       (2022 LB2)",0.4188,2.14,APO
54282394,"       (2022 LC2)",0.5568,3.53,AMO
54282643,"       (2022 LJ2)",0.0874,1.21,AMO
54282694,"       (2022 LU2)",0.5183,2.75,APO
54282890,"       (2022 LA3)",0.2664,0.764,ATE
54282975,"       (2022 LF3)",0.2267,1.05,APO
54282976,"       (2022 LG3)",0.4167,2.34,AMO
54283042,"       (2022 LO3)",0.4656,2.21,APO
54289173,"       (2022 LG4)",0.5552,3.42,APO
54301290,"       (2022 LH11)",0.6609,4.65,APO
54285149,"       (2022 MA)",0.1306,0.877,ATE
54285295,"       (2022 MB)",0.3441,1.97,AMO
54285294,"       (2022 MC)",0.3799,0.726,ATE
54286245,"       (2022 MF)",0.5959,3.27,APO
54287656,"       (2022 MH)",0.3682,1.07,APO
54287660,"       (2022 ML)",0.1939,1.4,APO
54287661,"       (2022 MM)",0.6170,1.96,APO
54287659,"       (2022 MN)",0.6333,3.18,APO
54288264,"       (2022 MP)",0.2023,0.796,ATE
54288265,"       (2022 MQ)",0.1299,0.92,ATE
54288267,"       (2022 MS)",0.3512,2.02,AMO
54288272,"       (2022 MX)",0.4786,1.55,APO
54288291,"       (2022 MG1)",0.6065,3.39,APO
54288294,"       (2022 MK1)",0.4358,2.4,APO
54288618,"       (2022 ML1)",0.6279,2.04,APO
54288619,"       (2022 MM1)",0.3371,0.99,ATE
54288620,"       (2022 MN1)",0.5154,2.73,APO
54288621,"       (2022 MO1)",0.3486,0.92,ATE
54288622,"       (2022 MP1)",0.2697,1.33,APO
54288746,"       (2022 MU1)",0.2335,0.836,ATE
54289135,"       (2022 MF2)",0.2614,0.856,ATE
54289177,"       (2022 MP2)",0.1850,0.977,ATE
54289513,"       (2022 MY2)",0.5336,3.32,AMO
54289511,"       (2022 MA3)",0.5165,3,APO
54289514,"       (2022 MB3)",0.2365,1.46,APO
54289515,"       (2022 MD3)",0.4640,2.33,APO
54289572,"       (2022 MJ3)",0.4444,2.28,APO
54289574,"       (2022 ML3)",0.0782,0.959,ATE
54289640,"       (2022 MZ3)",0.5603,3.32,APO
54399996,"       (2022 MJ15)",0.4721,2.63,APO
54289645,"       (2022 NA)",0.4088,0.857,ATE
54289650,"       (2022 NC)",0.3049,1.48,APO
54289654,"       (2022 ND)",0.4999,2.94,AMO
54289651,"       (2022 NE)",0.5724,3.3,APO
54289652,"       (2022 NF)",0.6081,3.75,APO
54289700,"       (2022 NG)",0.2553,1.28,APO
54289701,"       (2022 NH)",0.5513,3.27,APO
54289702,"       (2022 NJ)",0.4655,2.51,APO
54289714,"       (2022 NK)",0.1962,1.08,APO
54289718,"       (2022 NR)",0.2683,1.51,APO
54289749,"       (2022 NS)",0.4479,1.84,APO
54289752,"       (2022 NV)",0.1919,0.864,ATE
54289751,"       (2022 NX)",0.2288,0.776,ATE
54289750,"       (2022 NY)",0.3077,1.62,APO
54289923,"       (2022 NZ)",0.1613,0.861,ATE
54289925,"       (2022 NC1)",0.3419,1.77,APO
54289927,"       (2022 NE1)",0.6428,3.81,APO
54289928,"       (2022 NF1)",0.6228,3.65,APO
54289929,"       (2022 NH1)",0.4043,1.33,APO
54290057,"       (2022 NT1)",0.5964,3.77,APO
54290244,"       (2022 NX1)",0.0245,1.04,APO
54290367,"       (2022 OA)",0.4081,1.97,APO
54290520,"       (2022 OD)",0.3375,1.82,APO
54290522,"       (2022 OE)",0.1597,1.37,AMO
54290521,"       (2022 OF)",0.0461,0.967,ATE
54290590,"       (2022 OG)",0.5997,3.31,APO
54290589,"       (2022 OH)",0.6273,4.11,APO
54290698,"       (2022 OK)",0.1826,0.87,ATE
54290700,"       (2022 ON)",0.5046,2.57,APO
54290702,"       (2022 OO)",0.3323,1.77,APO
54290859,"       (2022 OQ)",0.2739,0.962,ATE
54290861,"       (2022 OR)",0.6315,1.8,APO
54290863,"       (2022 OT)",0.2749,1.03,APO
54291044,"       (2022 OX)",0.4575,0.656,ATE
54291148,"       (2022 OC1)",0.5834,2.88,APO
54291151,"       (2022 OF1)",0.6409,1.02,APO
54291152,"       (2022 OG1)",0.2668,1.66,AMO
54291305,"       (2022 OL1)",0.3034,1.72,APO
54291303,"       (2022 OM1)",0.4533,1.16,APO
54291307,"       (2022 OO1)",0.6089,4.3,AMO
54291599,"       (2022 OR1)",0.1758,1.3,APO
54291601,"       (2022 OT1)",0.1935,1.07,APO
54291608,"       (2022 OZ1)",0.4082,0.792,ATE
54291610,"       (2022 OB2)",0.5231,3.16,AMO
54291612,"       (2022 OD2)",0.4145,0.942,ATE
54291768,"       (2022 OH2)",0.1407,1.14,APO
54291771,"       (2022 OO2)",0.5733,2.97,APO
54291774,"       (2022 OS2)",0.1482,1.17,APO
54292212,"       (2022 OU2)",0.5353,3.25,AMO
54292217,"       (2022 OC3)",0.1277,1.02,APO
54292221,"       (2022 OG3)",0.3466,1.74,APO
54292224,"       (2022 OJ3)",0.6015,3.39,APO
54292223,"       (2022 OK3)",0.2918,0.846,ATE
54292323,"       (2022 OU3)",0.1989,1.41,APO
54292324,"       (2022 OW3)",0.2192,0.986,ATE
54292325,"       (2022 OX3)",0.4833,2.24,APO
54292462,"       (2022 OC4)",0.3164,1.55,APO
54292464,"       (2022 OE4)",0.2848,1.72,AMO
54292681,"       (2022 OY4)",0.5705,2.23,APO
